"pubid","member","year"
"26993627","Mugo, Nelly","2016"
"26836236","Mugo, Nelly","2016"
"26754017","Mugo, Nelly","2016"
"26670218","Mugo, Nelly","2016"
"26656786","Mugo, Nelly","2016"
"26575147","Mugo, Nelly","2016"
"26417954","Mugo, Nelly","2016"
"27603293","Overbaugh, Julie","2016"
"27512064","Overbaugh, Julie","2016"
"27399306","Overbaugh, Julie","2016"
"27345369","Overbaugh, Julie","2016"
"27177316","Overbaugh, Julie","2016"
"26966695","Overbaugh, Julie","2016"
"26914908","Overbaugh, Julie","2016"
"26838723","Overbaugh, Julie","2016"
"26821087","Overbaugh, Julie","2016"
"28044964","Polyak, Stephen","2016"
"27136284","Polyak, Stephen","2016"
"26739045","Polyak, Stephen","2016"
"26734689","Polyak, Stephen","2016"
"28408015","Ramsey, Scott","2016"
"27986655","Ramsey, Scott","2016"
"27814820","Ramsey, Scott","2016"
"27649689","Ramsey, Scott","2016"
"27565902","Ramsey, Scott","2016"
"27525122","Ramsey, Scott","2016"
"27325863","Ramsey, Scott","2016"
"27140986","Ramsey, Scott","2016"
"27021756","Ramsey, Scott","2016"
"27020318","Ramsey, Scott","2016"
"27012232","Ramsey, Scott","2016"
"26967260","Ramsey, Scott","2016"
"26952901","Ramsey, Scott","2016"
"26868102","Ramsey, Scott","2016"
"26865591","Ramsey, Scott","2016"
"26811521","Ramsey, Scott","2016"
"26746460","Ramsey, Scott","2016"
"26720308","Ramsey, Scott","2016"
"26468994","Ramsey, Scott","2016"
"27905113","Rodriguez, Cristina","2016"
"27061333","Rodriguez, Cristina","2016"
"27034786","Rodriguez, Cristina","2016"
"27070755","Rose, Timothy","2016"
"27841874","Savan, Ram","2016"
"27799623","Savan, Ram","2016"
"27678220","Savan, Ram","2016"
"28721379","Schwartz, Stephen","2016"
"27870568","Schwartz, Stephen","2016"
"27815175","Schwartz, Stephen","2016"
"27474852","Schwartz, Stephen","2016"
"27448488","Schwartz, Stephen","2016"
"27347780","Schwartz, Stephen","2016"
"27911714","Scott, John","2016"
"27856611","Scott, John","2016"
"27703991","Scott, John","2016"
"27487922","Scott, John","2016"
"27481708","Scott, John","2016"
"27455373","Scott, John","2016"
"27402760","Scott, John","2016"
"27382054","Scott, John","2016"
"27325686","Scott, John","2016"
"27286827","Scott, John","2016"
"27098355","Scott, John","2016"
"27027723","Scott, John","2016"
"26990031","Scott, John","2016"
"28131665","Smith, Jason","2016"
"27009960","Smith, Jason","2016"
"26933888","Smith, Jason","2016"
"26611587","Smith, Jason","2016"
"27806295","Stamatatos, Leonidas","2016"
"27610571","Stamatatos, Leonidas","2016"
"27525066","Stamatatos, Leonidas","2016"
"26997349","Stamatatos, Leonidas","2016"
"26944928","Stamatatos, Leonidas","2016"
"26907590","Stamatatos, Leonidas","2016"
"27496731","Stetson, Daniel","2016"
"27836847","Thompson, Beti","2016"
"27787893","Thompson, Beti","2016"
"27557832","Thompson, Beti","2016"
"27553992","Thompson, Beti","2016"
"27503968","Thompson, Beti","2016"
"27503967","Thompson, Beti","2016"
"27459660","Thompson, Beti","2016"
"27402721","Thompson, Beti","2016"
"27196092","Thompson, Beti","2016"
"27173739","Thompson, Beti","2016"
"27118784","Thompson, Beti","2016"
"27021068","Thompson, Beti","2016"
"26896036","Thompson, Beti","2016"
"26870919","Thompson, Beti","2016"
"26826490","Thompson, Beti","2016"
"26794157","Thompson, Beti","2016"
"27997653","Wald, Anna","2016"
"27853144","Wald, Anna","2016"
"27835628","Wald, Anna","2016"
"27683204","Wald, Anna","2016"
"27651417","Wald, Anna","2016"
"27513383","Wald, Anna","2016"
"27423190","Wald, Anna","2016"
"27285483","Wald, Anna","2016"
"27056950","Wald, Anna","2016"
"26973067","Wald, Anna","2016"
"26917575","Wald, Anna","2016"
"26865856","Wald, Anna","2016"
"26843190","Wald, Anna","2016"
"26810224","Wald, Anna","2016"
"28077739","Wasserheit, Judith","2016"
"27751382","Wasserheit, Judith","2016"
"27649908","Wasserheit, Judith","2016"
"27643589","Wasserheit, Judith","2016"
"27590913","Wasserheit, Judith","2016"
"27082507","Wasserheit, Judith","2016"
"27448488","Winer, Rachel","2016"
"27414681","Winer, Rachel","2016"
"27048284","Winer, Rachel","2016"
"27009602","Winer, Rachel","2016"
"26859807","Winer, Rachel","2016"
"26399648","Winer, Rachel","2016"
"27448488","Xi, Long Fu","2016"
"27121353","Xi, Long Fu","2016"
"27009602","Xi, Long Fu","2016"
"28040498","Yeh, Matthew","2016"
"27804232","Yeh, Matthew","2016"
"27309029","Yeh, Matthew","2016"
"27247379","Yeh, Matthew","2016"
"27090685","Yeh, Matthew","2016"
"27015136","Yeh, Matthew","2016"
"27002799","Yeh, Matthew","2016"
"26980020","Yeh, Matthew","2016"
"30873458","Yeh, Matthew","2016"
"29093179","Adair, Jennifer","2017"
"28649577","Adair, Jennifer","2017"
"28103787","Adair, Jennifer","2017"
"28944726","Bansal, Aasthaa","2017"
"28842289","Bansal, Aasthaa","2017"
"28686055","Bansal, Aasthaa","2017"
"28345436","Bansal, Aasthaa","2017"
"29284042","Bedford, Trevor","2017"
"29168807","Bedford, Trevor","2017"
"29097090","Bedford, Trevor","2017"
"28672035","Bedford, Trevor","2017"
"28538739","Bedford, Trevor","2017"
"28538723","Bedford, Trevor","2017"
"28405027","Bedford, Trevor","2017"
"28098392","Bedford, Trevor","2017"
"28737741","Bielas, Jason","2017"
"28700655","Bielas, Jason","2017"
"28684211","Bielas, Jason","2017"
"28458064","Bielas, Jason","2017"
"28091601","Bielas, Jason","2017"
"28601560","Biggins, Sue","2017"
"29269382","Bloom, Jesse","2017"
"28785526","Bloom, Jesse","2017"
"28653624","Bloom, Jesse","2017"
"28604661","Bloom, Jesse","2017"
"28579254","Bloom, Jesse","2017"
"28346537","Bloom, Jesse","2017"
"28288189","Bloom, Jesse","2017"
"28095902","Bloom, Jesse","2017"
"29269835","Bradley, Philip","2017"
"28636592","Bradley, Philip","2017"
"28430426","Bradley, Philip","2017"
"28717044","Bradley, Robert","2017"
"28669802","Bradley, Robert","2017"
"29268654","Brown, Elizabeth","2017"
"28746164","Brown, Elizabeth","2017"
"28542081","Brown, Elizabeth","2017"
"28273023","Brown, Elizabeth","2017"
"28223430","Brown, Elizabeth","2017"
"28829877","Chen, Ying","2017"
"28828489","Chen, Ying","2017"
"28749822","Chen, Ying","2017"
"28481902","Chen, Ying","2017"
"28471839","Chen, Ying","2017"
"28385131","Chen, Ying","2017"
"28099992","Chen, Ying","2017"
"27811319","Chen, Ying","2017"
"27532476","Chen, Ying","2017"
"28881594","Clurman, Bruce","2017"
"28380355","Clurman, Bruce","2017"
"28137908","Clurman, Bruce","2017"
"29250210","Dai, James","2017"
"28960244","Dai, James","2017"
"28954280","Dai, James","2017"
"29208398","Davidson, Nancy","2017"
"29158255","Davidson, Nancy","2017"
"29137219","Davidson, Nancy","2017"
"28786414","Davidson, Nancy","2017"
"28535794","Davidson, Nancy","2017"
"28489980","Davidson, Nancy","2017"
"28215659","Davidson, Nancy","2017"
"29143320","Di, Chongzhi","2017"
"29042429","Di, Chongzhi","2017"
"28755415","Di, Chongzhi","2017"
"28552815","Di, Chongzhi","2017"
"28329327","Di, Chongzhi","2017"
"28193194","Di, Chongzhi","2017"
"28039368","Di, Chongzhi","2017"
"29355224","Donnell, Deborah","2017"
"29355231","Donnell, Deborah","2017"
"29218117","Donnell, Deborah","2017"
"29039265","Donnell, Deborah","2017"
"28964756","Donnell, Deborah","2017"
"28899162","Donnell, Deborah","2017"
"28872272","Donnell, Deborah","2017"
"28692542","Donnell, Deborah","2017"
"28628702","Donnell, Deborah","2017"
"28627929","Donnell, Deborah","2017"
"28453835","Donnell, Deborah","2017"
"28100808","Donnell, Deborah","2017"
"27828875","Donnell, Deborah","2017"
"27787340","Donnell, Deborah","2017"
"29211316","Etzioni, Ruth","2017"
"29181514","Etzioni, Ruth","2017"
"28869989","Etzioni, Ruth","2017"
"28564551","Etzioni, Ruth","2017"
"28522448","Etzioni, Ruth","2017"
"28436011","Etzioni, Ruth","2017"
"28228386","Etzioni, Ruth","2017"
"28194807","Etzioni, Ruth","2017"
"29137428","Feng, Ziding","2017"
"29082535","Feng, Ziding","2017"
"28496006","Feng, Ziding","2017"
"29037149","Fong, Youyi","2017"
"29225797","Fredricks, David","2017"
"29024803","Fredricks, David","2017"
"29020185","Fredricks, David","2017"
"29020151","Fredricks, David","2017"
"28760896","Fredricks, David","2017"
"28007924","Fredricks, David","2017"
"27861240","Fredricks, David","2017"
"28768872","Galloway, Denise","2017"
"28052328","Galloway, Denise","2017"
"28715713","Ghajar, Cyrus","2017"
"28303905","Ghajar, Cyrus","2017"
"28267712","Ghajar, Cyrus","2017"
"28085223","Ghajar, Cyrus","2017"
"29218117","Gilbert, Peter","2017"
"29149197","Gilbert, Peter","2017"
"29037149","Gilbert, Peter","2017"
"28931520","Gilbert, Peter","2017"
"28727817","Gilbert, Peter","2017"
"28678869","Gilbert, Peter","2017"
"28670687","Gilbert, Peter","2017"
"28493891","Gilbert, Peter","2017"
"28379332","Gilbert, Peter","2017"
"28368743","Gilbert, Peter","2017"
"28199679","Gilbert, Peter","2017"
"28131393","Gilbert, Peter","2017"
"28107435","Gilbert, Peter","2017"
"29242255","Gottardo, Raphael","2017"
"29149197","Gottardo, Raphael","2017"
"28931520","Gottardo, Raphael","2017"
"28754494","Gottardo, Raphael","2017"
"28747500","Gottardo, Raphael","2017"
"28654687","Gottardo, Raphael","2017"
"28576979","Gottardo, Raphael","2017"
"28566371","Gottardo, Raphael","2017"
"28463648","Gottardo, Raphael","2017"
"28202751","Gottardo, Raphael","2017"
"28199679","Gottardo, Raphael","2017"
"28179536","Gottardo, Raphael","2017"
"29287940","Hadland, Brandon","2017"
"29282253","Hadland, Brandon","2017"
"28813672","Hadland, Brandon","2017"
"28588017","Hadland, Brandon","2017"
"28479303","Hadland, Brandon","2017"
"28450163","Hadland, Brandon","2017"
"29287587","Halloran, M. Elizabeth","2017"
"29197599","Halloran, M. Elizabeth","2017"
"29097492","Halloran, M. Elizabeth","2017"
"28722190","Halloran, M. Elizabeth","2017"
"28538734","Halloran, M. Elizabeth","2017"
"28442561","Halloran, M. Elizabeth","2017"
"28419095","Halloran, M. Elizabeth","2017"
"28722765","He, Qianchuan","2017"
"28463396","He, Qianchuan","2017"
"29225036","Henikoff, Steven","2017"
"29196559","Henikoff, Steven","2017"
"29065294","Henikoff, Steven","2017"
"28580953","Henikoff, Steven","2017"
"28133760","Henikoff, Steven","2017"
"28079019","Henikoff, Steven","2017"
"29038338","Hill, Joshua","2017"
"28596425","Hill, Joshua","2017"
"28209721","Hill, Joshua","2017"
"29254937","Hsu, Li","2017"
"29161273","Hsu, Li","2017"
"28813438","Hsu, Li","2017"
"28724391","Hsu, Li","2017"
"28722765","Hsu, Li","2017"
"28637796","Hsu, Li","2017"
"28295175","Hsu, Li","2017"
"28099992","Hsu, Li","2017"
"29037149","Huang, Ying","2017"
"28758224","Huang, Ying","2017"
"28653408","Huang, Ying","2017"
"28642461","Huang, Ying","2017"
"28446501","Huang, Ying","2017"
"28276080","Huang, Ying","2017"
"29156498","Janes, Holly","2017"
"28960244","Janes, Holly","2017"
"28819997","Janes, Holly","2017"
"28818434","Janes, Holly","2017"
"28199679","Janes, Holly","2017"
"28131393","Janes, Holly","2017"
"29162974","Kemp, Christopher","2017"
"28686579","Kemp, Christopher","2017"
"28331002","Kemp, Christopher","2017"
"28082455","Kemp, Christopher","2017"
"29284044","Kiem, Hans-Peter","2017"
"29276718","Kiem, Hans-Peter","2017"
"29255741","Kiem, Hans-Peter","2017"
"29093179","Kiem, Hans-Peter","2017"
"28895846","Kiem, Hans-Peter","2017"
"28885825","Kiem, Hans-Peter","2017"
"28751153","Kiem, Hans-Peter","2017"
"28649577","Kiem, Hans-Peter","2017"
"28530113","Kiem, Hans-Peter","2017"
"28404854","Kiem, Hans-Peter","2017"
"28239658","Kiem, Hans-Peter","2017"
"28103787","Kiem, Hans-Peter","2017"
"29273807","Kooperberg, Charles","2017"
"29250210","Kooperberg, Charles","2017"
"29213071","Kooperberg, Charles","2017"
"29127183","Kooperberg, Charles","2017"
"29083408","Kooperberg, Charles","2017"
"29038867","Kooperberg, Charles","2017"
"29025430","Kooperberg, Charles","2017"
"28930701","Kooperberg, Charles","2017"
"28905132","Kooperberg, Charles","2017"
"28613276","Kooperberg, Charles","2017"
"28610988","Kooperberg, Charles","2017"
"28555811","Kooperberg, Charles","2017"
"28552815","Kooperberg, Charles","2017"
"28530674","Kooperberg, Charles","2017"
"28498854","Kooperberg, Charles","2017"
"28448500","Kooperberg, Charles","2017"
"28443625","Kooperberg, Charles","2017"
"28416818","Kooperberg, Charles","2017"
"28391526","Kooperberg, Charles","2017"
"28379579","Kooperberg, Charles","2017"
"28346479","Kooperberg, Charles","2017"
"28329327","Kooperberg, Charles","2017"
"28209224","Kooperberg, Charles","2017"
"28146470","Kooperberg, Charles","2017"
"27707806","Kooperberg, Charles","2017"
"29289757","LeBlanc, Michael","2017"
"28960244","LeBlanc, Michael","2017"
"28819997","LeBlanc, Michael","2017"
"28586789","LeBlanc, Michael","2017"
"28604730","Lindstroem, Sara","2017"
"29046735","Luebeck, Georg","2017"
"28238953","Luebeck, Georg","2017"
"28089850","Luebeck, Georg","2017"
"28756523","Matsen, Frederick","2017"
"28416712","Matsen, Frederick","2017"
"29242304","Othus, Megan","2017"
"29164656","Othus, Megan","2017"
"28881384","Othus, Megan","2017"
"28486043","Othus, Megan","2017"
"28351184","Othus, Megan","2017"
"28222251","Othus, Megan","2017"
"28126965","Othus, Megan","2017"
"28082441","Othus, Megan","2017"
"28062215","Othus, Megan","2017"
"29161273","Peters, Ulrike","2017"
"29066515","Peters, Ulrike","2017"
"29038867","Peters, Ulrike","2017"
"28954280","Peters, Ulrike","2017"
"28905132","Peters, Ulrike","2017"
"28895531","Peters, Ulrike","2017"
"28813438","Peters, Ulrike","2017"
"28797570","Peters, Ulrike","2017"
"28722765","Peters, Ulrike","2017"
"28610988","Peters, Ulrike","2017"
"28598434","Peters, Ulrike","2017"
"28542447","Peters, Ulrike","2017"
"28530674","Peters, Ulrike","2017"
"28448500","Peters, Ulrike","2017"
"28443625","Peters, Ulrike","2017"
"28391526","Peters, Ulrike","2017"
"28097472","Peters, Ulrike","2017"
"29109077","Pierce, Robert","2017"
"29082104","Pierce, Robert","2017"
"29066497","Pierce, Robert","2017"
"29064334","Pierce, Robert","2017"
"28947422","Pierce, Robert","2017"
"28777143","Pierce, Robert","2017"
"28777142","Pierce, Robert","2017"
"31217828","Randolph, Timothy","2017"
"28837395","Randolph, Timothy","2017"
"28808723","Randolph, Timothy","2017"
"28652381","Randolph, Timothy","2017"
"29312307","Riddell, Stanley","2017"
"29038338","Riddell, Stanley","2017"
"29025771","Riddell, Stanley","2017"
"29024803","Riddell, Stanley","2017"
"28924019","Riddell, Stanley","2017"
"28715249","Riddell, Stanley","2017"
"28541315","Riddell, Stanley","2017"
"28463396","Riddell, Stanley","2017"
"28408462","Riddell, Stanley","2017"
"29284596","Robins, Harlan","2017"
"29180535","Robins, Harlan","2017"
"28848055","Robins, Harlan","2017"
"28733428","Robins, Harlan","2017"
"28637884","Robins, Harlan","2017"
"28552987","Robins, Harlan","2017"
"28535950","Robins, Harlan","2017"
"28533222","Robins, Harlan","2017"
"28408606","Robins, Harlan","2017"
"28369038","Robins, Harlan","2017"
"28097472","Robins, Harlan","2017"
"28077600","Robins, Harlan","2017"
"28062215","Robins, Harlan","2017"
"28002888","Robins, Harlan","2017"
"28811347","Salama, Nina","2017"
"29281620","Schiffer, Joshua","2017"
"29263840","Schiffer, Joshua","2017"
"29026166","Schiffer, Joshua","2017"
"28958807","Schiffer, Joshua","2017"
"28843576","Schiffer, Joshua","2017"
"28839090","Schiffer, Joshua","2017"
"28638104","Schiffer, Joshua","2017"
"28404854","Schiffer, Joshua","2017"
"28381570","Schiffer, Joshua","2017"
"28209721","Schiffer, Joshua","2017"
"29269835","Strong, Roland","2017"
"28837177","Strong, Roland","2017"
"28499126","Strong, Roland","2017"
"28498106","Subramaniam, Arvind","2017"
"29430031","Sun, Wei","2017"
"28602395","Sun, Wei","2017"
"28348500","Sun, Wei","2017"
"29166612","Tapscott, Stephen","2017"
"29162933","Tapscott, Stephen","2017"
"28870238","Tapscott, Stephen","2017"
"28587678","Tapscott, Stephen","2017"
"28459457","Tapscott, Stephen","2017"
"28459454","Tapscott, Stephen","2017"
"28273136","Tapscott, Stephen","2017"
"29038338","Turtle, Cameron","2017"
"29025771","Turtle, Cameron","2017"
"29024803","Turtle, Cameron","2017"
"28970045","Turtle, Cameron","2017"
"28924019","Turtle, Cameron","2017"
"28715249","Turtle, Cameron","2017"
"28504668","Turtle, Cameron","2017"
"28110394","Turtle, Cameron","2017"
"28087540","Uldrick, Thomas","2017"
"29951640","Unger, Joseph","2017"
"29546345","Unger, Joseph","2017"
"29136387","Unger, Joseph","2017"
"29112232","Unger, Joseph","2017"
"30657402","Unger, Joseph","2017"
"28692317","Unger, Joseph","2017"
"28649660","Unger, Joseph","2017"
"28586789","Unger, Joseph","2017"
"29354018","Wang, Ching-Yun","2017"
"29042415","Wang, Ching-Yun","2017"
"28682458","Wang, Ching-Yun","2017"
"28649655","Wang, Ching-Yun","2017"
"29296973","Warren, Edus","2017"
"29296767","Warren, Edus","2017"
"28367538","Warren, Edus","2017"
"28366756","Warren, Edus","2017"
"28270451","Warren, Edus","2017"
"28126963","Warren, Edus","2017"
"29285792","Wu, Michael","2017"
"29280188","Wu, Michael","2017"
"29096048","Wu, Michael","2017"
"29020185","Wu, Michael","2017"
"28881463","Wu, Michael","2017"
"28642271","Wu, Michael","2017"
"28295177","Wu, Michael","2017"
"28179014","Wu, Michael","2017"
"29296714","Wu, Qian","2017"
"29174203","Wu, Qian","2017"
"28532485","Zager, Michael","2017"
"28755385","Zhao, Lue Ping","2017"
"28368669","Zhao, Lue Ping","2017"
"28301501","Zhao, Lue Ping","2017"
"30555194","Zheng, Yingye","2017"
"29335682","Zheng, Yingye","2017"
"28943991","Zheng, Yingye","2017"
"28815018","Zheng, Yingye","2017"
"28296752","Zheng, Yingye","2017"
"29156203","Appelbaum, Frederick","2017"
"29021230","Appelbaum, Frederick","2017"
"28880971","Appelbaum, Frederick","2017"
"28796968","Appelbaum, Frederick","2017"
"28684449","Appelbaum, Frederick","2017"
"28644114","Appelbaum, Frederick","2017"
"28486043","Appelbaum, Frederick","2017"
"28437868","Appelbaum, Frederick","2017"
"28351184","Appelbaum, Frederick","2017"
"28222251","Appelbaum, Frederick","2017"
"28082441","Appelbaum, Frederick","2017"
"28062215","Appelbaum, Frederick","2017"
"29133250","Bar, Merav","2017"
"29032276","Bar, Merav","2017"
"29051183","Bleakley, Marie","2017"
"28408462","Bleakley, Marie","2017"
"29223372","Boeckh, Michael","2017"
"29211658","Boeckh, Michael","2017"
"29038338","Boeckh, Michael","2017"
"29029104","Boeckh, Michael","2017"
"29024803","Boeckh, Michael","2017"
"28961971","Boeckh, Michael","2017"
"28838146","Boeckh, Michael","2017"
"28829877","Boeckh, Michael","2017"
"28749913","Boeckh, Michael","2017"
"28653624","Boeckh, Michael","2017"
"28596425","Boeckh, Michael","2017"
"28472318","Boeckh, Michael","2017"
"28463754","Boeckh, Michael","2017"
"28404756","Boeckh, Michael","2017"
"28369203","Boeckh, Michael","2017"
"28329354","Boeckh, Michael","2017"
"28270451","Boeckh, Michael","2017"
"28209721","Boeckh, Michael","2017"
"28183847","Boeckh, Michael","2017"
"28181657","Boeckh, Michael","2017"
"29102486","Chapuis, Aude","2017"
"29042364","Chapuis, Aude","2017"
"28367538","Chapuis, Aude","2017"
"29203590","Cheever, Martin","2017"
"28607133","Dudakov, Jarrod","2017"
"29296873","Green, Damian","2017"
"29158362","Green, Damian","2017"
"28566329","Green, Damian","2017"
"28428282","Green, Damian","2017"
"28144893","Green, Damian","2017"
"28055107","Green, Damian","2017"
"29288199","Greenberg, Philip","2017"
"29106410","Greenberg, Philip","2017"
"29066497","Greenberg, Philip","2017"
"29042364","Greenberg, Philip","2017"
"28903041","Greenberg, Philip","2017"
"28572627","Greenberg, Philip","2017"
"28367538","Greenberg, Philip","2017"
"28292435","Greenberg, Philip","2017"
"29089541","Gujral, Taranjit","2017"
"28885975","Gujral, Taranjit","2017"
"28817727","Hockenbery, David","2017"
"28465358","Hockenbery, David","2017"
"28277671","Hockenbery, David","2017"
"28774478","Holland, Eric","2017"
"28614736","Holland, Eric","2017"
"28532485","Holland, Eric","2017"
"28465358","Holland, Eric","2017"
"28358926","Holland, Eric","2017"
"29207258","Houghton, McGarry","2017"
"28465358","Houghton, McGarry","2017"
"28399390","Houghton, McGarry","2017"
"28146145","Houghton, McGarry","2017"
"28970045","Jensen, Michael","2017"
"28408462","Jensen, Michael","2017"
"28100832","Jensen, Michael","2017"
"29283469","Lee, Sylvia","2017"
"28146145","Lee, Sylvia","2017"
"29296873","Maloney, David","2017"
"29038338","Maloney, David","2017"
"29032276","Maloney, David","2017"
"29025771","Maloney, David","2017"
"28983798","Maloney, David","2017"
"28970045","Maloney, David","2017"
"28924019","Maloney, David","2017"
"28715249","Maloney, David","2017"
"28591421","Maloney, David","2017"
"29283469","Martins, Renato","2017"
"29236685","McElrath, Juliana","2017"
"29212716","McElrath, Juliana","2017"
"29149197","McElrath, Juliana","2017"
"29108000","McElrath, Juliana","2017"
"28931520","McElrath, Juliana","2017"
"28878775","McElrath, Juliana","2017"
"28727817","McElrath, Juliana","2017"
"28637884","McElrath, Juliana","2017"
"28576979","McElrath, Juliana","2017"
"28257301","McElrath, Juliana","2017"
"28199679","McElrath, Juliana","2017"
"28003483","McElrath, Juliana","2017"
"28146145","McIntosh, Martin","2017"
"28093446","McIntosh, Martin","2017"
"29274396","Milano, Filippo","2017"
"29024803","Milano, Filippo","2017"
"28765258","Milano, Filippo","2017"
"28279825","Milano, Filippo","2017"
"28209721","Milano, Filippo","2017"
"28189904","Milano, Filippo","2017"
"29225029","Moens, Cecilia","2017"
"29207258","Moens, Cecilia","2017"
"29203866","Moens, Cecilia","2017"
"29049395","Moens, Cecilia","2017"
"28530549","Moens, Cecilia","2017"
"28096212","Moens, Cecilia","2017"
"29246939","Nghiem, Paul","2017"
"29217527","Nghiem, Paul","2017"
"29188306","Nghiem, Paul","2017"
"29123950","Nghiem, Paul","2017"
"29102486","Nghiem, Paul","2017"
"29072302","Nghiem, Paul","2017"
"28821198","Nghiem, Paul","2017"
"28536458","Nghiem, Paul","2017"
"28423401","Nghiem, Paul","2017"
"28380355","Nghiem, Paul","2017"
"28350180","Nghiem, Paul","2017"
"28340678","Nghiem, Paul","2017"
"28103445","Nghiem, Paul","2017"
"28093446","Nghiem, Paul","2017"
"30241147","Phipps, Warren","2017"
"30241139","Phipps, Warren","2017"
"28107226","Phipps, Warren","2017"
"29280411","Pollack, Seth","2017"
"29220291","Pollack, Seth","2017"
"29090997","Pollack, Seth","2017"
"28891906","Pollack, Seth","2017"
"28852958","Pollack, Seth","2017"
"28463396","Pollack, Seth","2017"
"28332083","Pollack, Seth","2017"
"28133974","Pollack, Seth","2017"
"28987476","Prlic, Martin","2017"
"28638104","Prlic, Martin","2017"
"28576979","Prlic, Martin","2017"
"28566371","Prlic, Martin","2017"
"28158203","Prlic, Martin","2017"
"28570727","Rengan, Ramesh","2017"
"29054471","Rongvaux, Anthony","2017"
"29296873","Sandmaier, Brenda","2017"
"29275139","Sandmaier, Brenda","2017"
"29197676","Sandmaier, Brenda","2017"
"29090473","Sandmaier, Brenda","2017"
"29032276","Sandmaier, Brenda","2017"
"28970176","Sandmaier, Brenda","2017"
"28733186","Sandmaier, Brenda","2017"
"28602958","Sandmaier, Brenda","2017"
"28600031","Sandmaier, Brenda","2017"
"28596425","Sandmaier, Brenda","2017"
"28452054","Sandmaier, Brenda","2017"
"28209721","Sandmaier, Brenda","2017"
"28117898","Sandmaier, Brenda","2017"
"28117884","Sandmaier, Brenda","2017"
"29174203","Specht, Jennifer","2017"
"28215659","Specht, Jennifer","2017"
"28436934","Stephan, Matthias","2017"
"28416815","Stephan, Matthias","2017"
"28980354","Stoddard, Barry","2017"
"28873986","Stoddard, Barry","2017"
"28637173","Stoddard, Barry","2017"
"28460076","Stoddard, Barry","2017"
"28180307","Stoddard, Barry","2017"
"28526680","Taylor, Justin","2017"
"29203590","Thompson, John","2017"
"29102486","Thompson, John","2017"
"28314841","Thompson, John","2017"
"28209224","Thompson, John","2017"
"29158362","Till, Brian","2017"
"29061536","Till, Brian","2017"
"28870643","Till, Brian","2017"
"28811975","Till, Brian","2017"
"28566329","Till, Brian","2017"
"29242304","Walter, Roland","2017"
"29196412","Walter, Roland","2017"
"29164656","Walter, Roland","2017"
"29142066","Walter, Roland","2017"
"29027628","Walter, Roland","2017"
"28888621","Walter, Roland","2017"
"28881384","Walter, Roland","2017"
"28644774","Walter, Roland","2017"
"28351184","Walter, Roland","2017"
"28153826","Walter, Roland","2017"
"28126965","Walter, Roland","2017"
"27930388","Walter, Roland","2017"
"27832254","Walter, Roland","2017"
"29223580","Barnabas, Ruanne","2017"
"29171172","Barnabas, Ruanne","2017"
"29161265","Barnabas, Ruanne","2017"
"29064168","Barnabas, Ruanne","2017"
"28963304","Barnabas, Ruanne","2017"
"28770598","Barnabas, Ruanne","2017"
"28770588","Barnabas, Ruanne","2017"
"28475904","Barnabas, Ruanne","2017"
"28399122","Barnabas, Ruanne","2017"
"28377421","Barnabas, Ruanne","2017"
"28367539","Barnabas, Ruanne","2017"
"28034882","Barnabas, Ruanne","2017"
"30241139","Bender Ignacio, Rachel","2017"
"29194681","Bender Ignacio, Rachel","2017"
"29102486","Bhatia, Shailender","2017"
"29033130","Bhatia, Shailender","2017"
"28423401","Bhatia, Shailender","2017"
"28031389","Bhatia, Shailender","2017"
"29026166","Casper, Corey","2017"
"29281666","Chen, Chu","2017"
"29098033","Chen, Chu","2017"
"28974547","Chen, Chu","2017"
"28957450","Chen, Chu","2017"
"28911015","Chen, Chu","2017"
"28817836","Chen, Chu","2017"
"28752192","Chen, Chu","2017"
"28604730","Chen, Chu","2017"
"28594918","Chen, Chu","2017"
"28486362","Chen, Chu","2017"
"28415559","Chen, Chu","2017"
"28284224","Chen, Chu","2017"
"28165909","Chen, Chu","2017"
"27749737","Chen, Chu","2017"
"29284492","Chung, Michael","2017"
"29198909","Chung, Michael","2017"
"29040633","Chung, Michael","2017"
"29040621","Chung, Michael","2017"
"29040303","Chung, Michael","2017"
"29023464","Chung, Michael","2017"
"28725164","Chung, Michael","2017"
"28132519","Chung, Michael","2017"
"27977561","Chung, Michael","2017"
"28368743","Corey, Larry","2017"
"29094100","de Sanjose, Silvia","2017"
"28653002","DePaolo, William","2017"
"28228523","Emerman, Michael","2017"
"28158858","Emerman, Michael","2017"
"29216565","Fitzmaurice, Christina","2017"
"29129779","Fitzmaurice, Christina","2017"
"28983565","Fitzmaurice, Christina","2017"
"28866609","Fitzmaurice, Christina","2017"
"28734670","Fitzmaurice, Christina","2017"
"28662223","Fitzmaurice, Christina","2017"
"28384795","Fitzmaurice, Christina","2017"
"28118455","Fitzmaurice, Christina","2017"
"27918777","Fitzmaurice, Christina","2017"
"29198909","Frenkel, Lisa","2017"
"29149197","Frenkel, Lisa","2017"
"29040633","Frenkel, Lisa","2017"
"28591079","Frenkel, Lisa","2017"
"28520966","Frenkel, Lisa","2017"
"28193244","Frenkel, Lisa","2017"
"29270173","Gale, Michael","2017"
"29176765","Gale, Michael","2017"
"29082104","Gale, Michael","2017"
"29040318","Gale, Michael","2017"
"28912382","Gale, Michael","2017"
"28808965","Gale, Michael","2017"
"28592649","Gale, Michael","2017"
"28553952","Gale, Michael","2017"
